"DRG.Definition","Provider.Id","Provider.Name","Provider.Street.Address","Provider.City","Provider.State","Provider.Zip.Code","Hospital.Referral.Region..HRR..Description","Total.Discharges","Average.Covered.Charges","Average.Total.Payments","Average.Medicare.Payments","DRG.Code","Comb.DRG","MORT","READM","Lat","Long"
"656","194 - SIMPLE PNEUMONIA & PLEURISY W CC","330372","FRANKLIN HOSPITAL","900 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","NY - East Long Island","50","38833.36","8082.26","7180.1","194","PN","18.6","19.7","40.681674","-73.68572"
"657","194 - SIMPLE PNEUMONIA & PLEURISY W CC","330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","HARRIS","NY","12742","NY - Albany","21","26169.14286","7094.761905","6207.904762","194","PN","16.3","19.5",NA,NA
"658","194 - SIMPLE PNEUMONIA & PLEURISY W CC","330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","NY - East Long Island","89","37316.04494","12631.67416","8532.966292","194","PN","13.7","18.1",NA,NA
"659","194 - SIMPLE PNEUMONIA & PLEURISY W CC","330394","UNITED HEALTH SERVICES HOSPITALS, INC","33-57 HARRISON STREET","JOHNSON CITY","NY","13790","NY - Binghamton","88","19515.09091","6998.625","5549.977273","194","PN","17.3","17.2","42.088097","-75.914166"
"660","194 - SIMPLE PNEUMONIA & PLEURISY W CC","330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","NY - East Long Island","18","24448.88889","14293.77778","11444","194","PN","19.4","24.7","40.598675","-73.75268"
"661","194 - SIMPLE PNEUMONIA & PLEURISY W CC","330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","NY","11206","NY - Manhattan","19","34033.94737","19642.84211","16952","194","PN","16.0","18.5","40.700512","-73.941557"
"662","194 - SIMPLE PNEUMONIA & PLEURISY W CC","330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","BRONX","NY","10457","NY - Bronx","13","28717.92308","17377.84615","14870.15385","194","PN","18.0","17.3","40.85277","-73.892168"
"663","194 - SIMPLE PNEUMONIA & PLEURISY W CC","330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","SMITHTOWN","NY","11787","NY - East Long Island","80","48444.75","6737.25","5811.275","194","PN","16.0","19.7","40.858303","-73.18609"
"664","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","396 BROADWAY","KINGSTON","NY","12401","NY - Albany","56","19356.69643","4896.053571","3612.642857","195","PN","16.8","21.0","41.92651","-73.995902"
"665","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","BUFFALO","NY","14210","NY - Buffalo","39","9215.025641","6838.692308","5165.717949","195","PN","16.4","15.6","42.87459","-78.850067"
"666","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","WARSAW","NY","14569","NY - Rochester","12","10010.16667","7101.333333","6189.333333","195","PN","14.4","18.3","42.753447","-78.132533"
"667","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","BINGHAMTON","NY","13905","NY - Binghamton","24","8569.5","4383.083333","3254.25","195","PN","21.4","21.4","42.09264","-75.935558"
"668","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","ALBANY","NY","12208","NY - Albany","12","19123.08333","6807.166667","4682.416667","195","PN","14.1","20.0","42.653254","-73.77386"
"669","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","JAMAICA","NY","11418","NY - East Long Island","24","14990.54167","11114.79167","9117.416667","195","PN","21.1","20.6","40.701412","-73.816302"
"670","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","NY","11229","NY - Manhattan","11","16859.45455","6731.363636","5751","195","PN","16.6","21.4","40.613783","-73.948321"
"671","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","NY","12601","NY - Albany","47","26563.42553","5454.489362","4228.957447","195","PN","16.9","21.1","41.694567","-73.935723"
"672","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NY","10029","NY - Manhattan","34","16123.52941","9350.970588","6712.176471","195","PN","15.6","17.2",NA,NA
"673","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330033","CHENANGO MEMORIAL HOSPITAL, INC","179 NORTH BROAD STREET","NORWICH","NY","13815","NY - Binghamton","32","15715.75","5221.375","4146.375","195","PN","16.2","14.9","42.541885","-75.524709"
"674","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","BAY SHORE","NY","11706","NY - East Long Island","38","31134.76316","6445.684211","5357.368421","195","PN","19.6","18.9","40.724858","-73.240889"
"675","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","UTICA","NY","13503","NY - Elmira","31","16521.74194","4554.258065","3478.645161","195","PN","20.0","18.3",NA,NA
"676","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","NY","11743","NY - East Long Island","31","25005.48387","4864.516129","3709.806452","195","PN","18.8","18.7","40.879201","-73.417488"
"677","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330046","ST LUKE'S ROOSEVELT HOSPITAL","1111 AMSTERDAM AVENUE","NEW YORK","NY","10025","NY - Manhattan","29","22945.2069","9883.758621","7764.137931","195","PN","15.2","19.8","40.770129","-73.987846"
"678","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","NY","12010","NY - Albany","19","14534.78947","4560.578947","3607.315789","195","PN","19.2","18.4","42.953648","-74.216041"
"679","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","RHINEBECK","NY","12572","NY - Albany","12","21776.33333","4772","3769.333333","195","PN","20.8","16.5","41.933823","-73.912744"
"680","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","FLUSHING","NY","11355","NY - East Long Island","28","22327.92857","7997.892857","6493.535714","195","PN","17.5","19.4","40.747529","-73.826102"
"681","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","BROOKLYN","NY","11201","NY - Manhattan","14","22809.5","12381","9788.571429","195","PN","18.1","21.4","40.689785","-73.9774"
"682","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","NY","12208","NY - Albany","15","17807","4895","3685.733333","195","PN","13.2","17.1","42.656808","-73.804578"
"683","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","BRONX","NY","10467","NY - Bronx","63","32223.2381","11099.47619","9124.079365","195","PN","12.8","19.6","40.879777","-73.879975"
"684","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330061","LAWRENCE HOSPITAL CENTER","55 PALMER AVENUE","BRONXVILLE","NY","10708","NY - White Plains","21","18503.80952","5578.809524","3446.714286","195","PN","17.5","17.6","40.941585","-73.836593"
"685","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 TENTH STREET","NIAGARA FALLS","NY","14302","NY - Buffalo","12","9102.333333","7015.5","5171.583333","195","PN","16.8","16.2","43.09408","-79.05048"
"686","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","CANANDAIGUA","NY","14424","NY - Rochester","18","9135.944444","4264.055556","3192.055556","195","PN","16.6","18.5","42.874946","-77.289875"
"687","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","ONEONTA","NY","13820","NY - Binghamton","24","7793.125","4282.916667","3121.583333","195","PN","17.9","16.9",NA,NA
"688","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","NY","11944","NY - East Long Island","14","30985.71429","7331.571429","6300.714286","195","PN","13.6","16.7","41.110565","-72.362398"
"689","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","NY","14905","NY - Elmira","49","12171.36735","4784.836735","3635.469388","195","PN","14.0","21.5","42.099256","-76.826668"
"690","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","HUDSON","NY","12534","NY - Albany","20","11927.3","4871.7","3794.9","195","PN","21.5","18.8","42.246254","-73.776128"
"691","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NY","10021","NY - Manhattan","108","27419.28704","9136.648148","7272.768519","195","PN","13.1","18.8","40.7642","-73.954457"
"692","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","NY","10960","NJ - Hackensack","19","25281.52632","5830.789474","4690.578947","195","PN","15.5","19.8","41.095841","-73.925034"
"693","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NY","11030","NY - East Long Island","72","38923.59722","7507.833333","5239.125","195","PN","14.6","18.8","40.779269","-73.703029"
"694","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY","11901","NY - East Long Island","28","30425.28571","6326.178571","4532.142857","195","PN","15.4","20.1","40.933577","-72.674317"
"695","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330108","ST JOSEPH'S HOSPITAL, INC","555 ST JOSEPH'S BLVD","ELMIRA","NY","14902","NY - Elmira","14","8552.285714","4637.857143","3626.428571","195","PN","13.8","20.3","42.091324","-76.797081"
"696","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY","10021","NY - Manhattan","40","35064.425","7502.575","5380.775","195","PN","12.5","19.2","40.773964","-73.96061"
"697","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","NY","14621","NY - Rochester","16","12219.3125","5421","4325.3125","195","PN","13.9","16.8","43.192542","-77.584424"
"698","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","NY - White Plains","19","24333.47368","5244.736842","4225.789474","195","PN","14.9","21.6","41.439962","-74.369415"
"699","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","NY","11373","NY - East Long Island","18","24501.22222","13883.38889","12386.44444","195","PN","20.5","19.9","40.74434","-73.88598"
"700","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","NY","13326","NY - Albany","15","12740.33333","6473.6","5333.066667","195","PN","14.7","19.0",NA,NA
"701","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","NY","13203","NY - Syracuse","58","13195.96552","5331.37931","3843.051724","195","PN","14.4","19.7","43.055562","-76.149154"
"702","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","PATCHOGUE","NY","11772","NY - East Long Island","35","33639.82857","5750.057143","4375.714286","195","PN","16.5","19.4","40.78029","-72.97823"
"703","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","NY","12308","NY - Albany","30","14898.4","5294.933333","3880.266667","195","PN","17.3","16.4","42.819818","-73.918883"
"704","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","NY","13601","NY - Syracuse","14","13886.64286","6471","5485.857143","195","PN","16.7","16.6","43.965042","-75.912732"
"705","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","NY","10901","NJ - Ridgewood","25","22226","6184.48","5123.36","195","PN","15.3","18.6","41.112389","-74.136248"
"706","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","NY","10305","NY - Manhattan","21","22359.19048","8393.571429","5870.238095","195","PN","17.4","18.0","40.584082","-74.087013"
"707","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","NY","10549","NY - White Plains","17","14665.11765","5748.823529","3632.176471","195","PN","15.1","18.7","41.196692","-73.724449"
"708","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NY","14094","NY - Buffalo","11","7478.090909","5184","3969.727273","195","PN","18.4","20.3","43.17638","-78.671075"
"709","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","NY","14620","NY - Rochester","18","7712.333333","6199.388889","4133.111111","195","PN","17.9","16.6","43.135955","-77.607556"
"710","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NY","11501","NY - East Long Island","32","33856.125","7753.71875","5006.5","195","PN","13.0","17.6","40.74167","-73.64344"
"711","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NY","10003","NY - Manhattan","68","31581.60294","8924.558824","7062.161765","195","PN","13.3","19.9","40.732665","-73.9816"
"712","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","NY","13045","NY - Syracuse","24","5530.666667","4388.708333","3532.708333","195","PN","13.9","19.5","42.608997","-76.186117"
"713","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY","12180","NY - Albany","15","8535.066667","4496.933333","3282.066667","195","PN","17.2","15.7","42.733478","-73.671411"
"714","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NY","11542","NY - East Long Island","46","23034.95652","5467.173913","4092.108696","195","PN","16.5","19.3",NA,NA
"715","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NY","11576","NY - East Long Island","41","26991.14634","5273.365854","3621.780488","195","PN","13.2","15.5","40.804505","-73.672669"
"716","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330184","MONTEFIORE NEW ROCHELLE HOSPITAL","16 GUION PLACE","NEW ROCHELLE","NY","10802","NY - Bronx","12","13099.66667","7662.666667","6012.5","195","PN","16.6","21.6","40.912968","-73.786997"
"717","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","NY","11777","NY - East Long Island","41","30907.5122","5054.634146","3750.219512","195","PN","12.3","18.0","40.938128","-73.053786"
"718","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","NY","12801","NY - Albany","25","14554.76","4415.48","3150.04","195","PN","15.1","16.0","43.308335","-73.644551"
"719","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330193","FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD","FLUSHING","NY","11355","NY - East Long Island","25","19445.96","10334.52","8441.88","195","PN","19.3","20.4","40.755636","-73.815645"
"720","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","BROOKLYN","NY","11219","NY - Manhattan","23","19543.73913","9949.608696","8360.391304","195","PN","13.5","18.8","40.63908","-73.998667"
"721","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NY","11040","NY - East Long Island","26","36290.65385","9231","7624.961538","195","PN","16.0","19.6",NA,NA
"722","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","BROOKLYN","NY","11235","NY - Manhattan","26","26010.57692","10030.07692","8238.230769","195","PN","14.4","19.9","40.584965","-73.966279"
"723","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","OCEANSIDE","NY","11572","NY - East Long Island","60","24110.48333","5700.15","4570.2","195","PN","16.2","18.4",NA,NA
"724","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","BROOKLYN","NY","11203","NY - Manhattan","12","28995.41667","17387.08333","14959.58333","195","PN","16.3","19.8","40.655773","-73.944039"
"725","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330203","CROUSE HOSPITAL","736 IRVING AVENUE","SYRACUSE","NY","13210","NY - Syracuse","19","11670.36842","6172.105263","4880.894737","195","PN","14.9","18.7","43.041707","-76.137852"
"726","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK","NY","10016","NY - Manhattan","18","27616.77778","16715.27778","14512.5","195","PN","18.0","18.4","40.739696","-73.976526"
"727","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","YONKERS","NY","10701","NY - White Plains","17","18261.23529","8069.176471","6642.411765","195","PN","16.3","21.8","40.96784","-73.885107"
"728","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","NEW YORK","NY","10016","NY - Manhattan","15","25157","7111.266667","5384.333333","195","PN","10.7","18.4","40.74226","-73.974661"
"729","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","ROME","NY","13440","NY - Syracuse","24","16570.66667","4624.583333","3619.25","195","PN","15.1","18.3","43.228954","-75.444248"
"730","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","OSWEGO","NY","13126","NY - Syracuse","13","8660.384615","4721.461538","3795.923077","195","PN","16.8","19.1","43.454141","-76.516001"
"731","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRING","NY","12866","NY - Albany","28","17746.42857","4208.607143","3142.607143","195","PN","16.7","17.6","43.084738","-73.797766"
"732","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","MASSENA","NY","13662","VT - Burlington","15","9870.533333","5583.066667","3514.733333","195","PN","20.0","15.3","44.936344","-74.907828"
"733","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","NY","11432","NY - East Long Island","14","19437.07143","13842.21429","12263.71429","195","PN","20.0","23.4","40.71698","-73.803431"
"734","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330233","BROOKDALE HOSPITAL MEDICAL CENTER","LINDEN BOULEVARD AT BROOKDALE PLAZA","BROOKLYN","NY","11212","NY - Manhattan","12","13870.16667","11215.91667","9700.666667","195","PN","18.4","18.9","40.6545","-73.91275"
"735","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","VALHALLA","NY","10595","NY - White Plains","17","53754.70588","10948.64706","8870","195","PN","14.7","18.0","41.08768","-73.803897"
"736","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","AUBURN","NY","13021","NY - Syracuse","26","10131.11538","4874.384615","3748.846154","195","PN","16.3","19.5","42.940761","-76.564607"
"737","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","BROOKLYN","NY","11215","NY - Manhattan","32","17684.625","8606.71875","7082.84375","195","PN","13.8","21.8","40.668263","-73.979141"
"738","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","DANSVILLE","NY","14437","NY - Rochester","15","8770.2","4750.333333","4027.133333","195","PN","19.2","16.4","42.55213","-77.700356"
"739","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","NY - Elmira","38","12466.92105","4880.263158","3541.447368","195","PN","15.8","17.0","43.083646","-75.267158"
"740","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","PORT JEFFERSON","NY","11777","NY - East Long Island","14","39491.57143","6570.428571","5739.071429","195","PN","13.3","16.4","40.947392","-73.059832"
"741","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330249","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","HAMILTON","NY","13346","NY - Syracuse","12","9977.75","4405","3291.666667","195","PN",NA,NA,NA,NA
"742","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","NY","12901","VT - Burlington","37","16560.35135","5797.432432","4817.540541","195","PN","14.8","16.8","44.700122","-73.466647"
"743","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTR","NY","11570","NY - East Long Island","22","26242.63636","5881.227273","4831.045455","195","PN","17.8","19.8","40.688191","-73.633236"
"744","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY","12550","NY - White Plains","26","28953.84615","5508.653846","4439.115385","195","PN","17.5","20.0","41.50375","-74.015175"
"745","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","CLIFTON SPRINGS","NY","14432","NY - Rochester","12","5894.25","6194.833333","5085.5","195","PN","17.2","18.1","42.960473","-77.139252"
"746","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330267","HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD","CORTLANDT MANOR","NY","10567","NY - White Plains","28","25735","5198.357143","4380.071429","195","PN","17.0","20.1","41.291457","-73.893601"
"747","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","NY","10512","CT - New Haven","19","22934.73684","4848.736842","3710.210526","195","PN","17.7","18.4","41.384844","-73.664475"
"748","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","GLOVERSVILLE","NY","12078","NY - Albany","11","22138.63636","4651.545455","3659.545455","195","PN","15.9","20.3","43.068029","-74.330817"
"749","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330279","MERCY HOSPITAL","565 ABBOTT ROAD","BUFFALO","NY","14220","NY - Buffalo","12","9357.75","5591.416667","3563.083333","195","PN","17.7","13.7","42.847875","-78.811876"
"750","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","NY","14642","NY - Rochester","11","9189.454545","8761.363636","6534.727273","195","PN","15.4","18.5","43.124394","-77.623692"
"751","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY","11795","NY - East Long Island","62","40723.56452","6270.741935","4916.403226","195","PN","17.0","19.4","40.696807","-73.286321"
"752","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","NY","10601","NY - White Plains","30","18299.5","5357.233333","4273.5","195","PN","15.2","19.1","41.026334","-73.769695"
"753","195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC","330306","LUTHERAN MEDICAL CENTER","150 55TH STREET","BROOKLYN","NY","11220","NY - Manhattan","25","31207.48","10817.68","8358.24","195","PN","15.7","19.9","40.647142","-74.02123"
